cue,related,oughta be related?,notes
cat,tripod,related,active-learn cat:border:41
cat,confine,whatever,active-learn cat:border:59
cat,retaining,unrelated,active-learn cat:border:40
cat,slang,unrelated,active-learn cat:border:56
cat,chest,whatever,active-learn cat:border:54
cat,soul,whatever,active-learn cat:border:56
cat,stoop,whatever,active-learn cat:border:45
cat,scare,related,active-learn cat:border:43
cat,coherent,unrelated,active-learn cat:border:42
cat,strangle,whatever,active-learn cat:border:54
cat,tatty,unrelated,active-learn cat:border:44
cat,style,whatever,active-learn cat:border:53
cat,cocoon,unrelated,active-learn cat:border:44
cat,assisting,unrelated,active-learn cat:border:40
cat,rage,unrelated,active-learn cat:border:41
cat,ornithology,unrelated,active-learn cat:border:53
cat,stole,unrelated,active-learn cat:border:50
cat,ecclesiastical,unrelated,active-learn cat:border:51
cat,simple,unrelated,active-learn cat:border:49
cat,mime,unrelated,active-learn cat:border:44
cat,meditation,whatever,active-learn cat:border:42
cat,outdoors,related,active-learn cat:border:50
cat,spell,whatever,active-learn cat:border:51
cat,cosset,whatever,active-learn cat:border:57
cat,lisp,whatever,active-learn cat:border:48
cat,defecation,related,active-learn cat:border:57
cat,perishing,whatever,active-learn cat:border:40
cat,taxonomic,whatever,active-learn cat:border:47
cat,chewy,unrelated,active-learn cat:border:51
cat,tube,related,active-learn cat:border:60
cat,pudding,unrelated,active-learn cat:border:53
cat,shrub,related,active-learn cat:border:60
cat,harassing,whatever,active-learn cat:border:40
cat,snowy,whatever,active-learn cat:border:54
cat,detector,unrelated,active-learn cat:border:45
cat,disposing,unrelated,active-learn cat:border:40
cat,proper,unrelated,active-learn cat:border:51
cat,smear,unrelated,active-learn cat:border:49
cat,cluck,unrelated,active-learn cat:border:48
cat,ranch,related,active-learn cat:border:40
cat,laundry,whatever,active-learn cat:border:55
cat,entire,unrelated,active-learn cat:border:51
cat,clue,unrelated,active-learn cat:border:43
cat,locket,whatever,active-learn cat:border:40
cat,pate,unrelated,active-learn cat:border:42
cat,slapping,unrelated,active-learn cat:border:40
cat,loss,related,active-learn cat:border:51
cat,invited,unrelated,active-learn cat:border:40
cat,crush,whatever,active-learn cat:border:45
cat,sprite,unrelated,active-learn cat:border:50
cat,spangling,unrelated,active-learn cat:border:40
cat,chuff,unrelated,active-learn cat:border:50
cat,humorist,whatever,active-learn cat:border:42
cat,bridging,unrelated,active-learn cat:border:40
cat,commie,unrelated,active-learn cat:border:41
cat,ocular,related,active-learn cat:border:45
cat,part,unrelated,active-learn cat:border:54
cat,manners,unrelated,active-learn cat:border:40
cat,cutter,unrelated,active-learn cat:border:48
cat,squall,unrelated,active-learn cat:border:46
cat,cheep,unrelated,active-learn cat:border:53
cat,worldwide,unrelated,active-learn cat:border:44
cat,carton,unrelated,active-learn cat:border:47
cat,slumber,related,active-learn cat:border:58
cat,warren,unrelated,active-learn cat:border:42
cat,mess,related,active-learn cat:border:53
cat,abutting,unrelated,active-learn cat:border:40
cat,attribute,unrelated,active-learn cat:border:52
cat,snicker,unrelated,active-learn cat:border:42
cat,disposition,unrelated,active-learn cat:border:52
cat,asian,whatever,active-learn cat:border:54
cat,elder,whatever,active-learn cat:border:58
cat,member,unrelated,active-learn cat:border:56
cat,shorty,unrelated,active-learn cat:border:43
cat,dress,related,active-learn cat:border:51
cat,harry,unrelated,active-learn cat:border:43
cat,slimming,whatever,active-learn cat:border:40
cat,wise,whatever,active-learn cat:border:40
cat,knit,related,active-learn cat:border:51
cat,possessor,whatever,active-learn cat:border:51
cat,right,unrelated,active-learn cat:border:51
cat,dominant,whatever,active-learn cat:border:53
cat,renter,related,active-learn cat:border:44
cat,stage,unrelated,active-learn cat:border:56
cat,rest,related,active-learn cat:border:45
cat,gobble,whatever,active-learn cat:border:59
cat,grizzle,unrelated,active-learn cat:border:42
cat,blizzard,unrelated,active-learn cat:border:50
cat,ration,whatever,active-learn cat:border:55
cat,joint,whatever,active-learn cat:border:47
cat,us,unrelated,active-learn cat:border:55
cat,laughter,whatever,active-learn cat:border:42
cat,file,related,active-learn cat:border:60
cat,maxi,unrelated,active-learn cat:border:49
cat,collard,whatever,active-learn cat:border:41
cat,mute,whatever,active-learn cat:border:46
cat,linking,unrelated,active-learn cat:border:40
cat,winner,whatever,active-learn cat:border:48
cat,muffle,unrelated,active-learn cat:border:42
cat,flounder,whatever,active-learn cat:border:49
cat,veggie,whatever,active-learn cat:border:45
cat,befriend,related,active-learn cat:border:43
cat,claim,unrelated,active-learn cat:border:52
cat,vent,unrelated,active-learn cat:border:52
cat,champ,unrelated,active-learn cat:border:52
cat,occurring,unrelated,active-learn cat:border:40
cat,ecclesiastic,unrelated,active-learn cat:border:44
cat,nightie,whatever,active-learn cat:border:42
cat,dickens,unrelated,active-learn cat:border:53
cat,maple,unrelated,active-learn cat:border:45
cat,hisses,related,active-learn cat:border:40
cat,flaunting,unrelated,active-learn cat:border:40
cat,field,whatever,active-learn cat:border:41
cat,trenching,unrelated,active-learn cat:border:40
cat,unsex,unrelated,active-learn cat:border:45
cat,weed,unrelated,active-learn cat:border:53
cat,fetish,related,active-learn cat:border:59
cat,smoke,unrelated,active-learn cat:border:45
cat,packet,unrelated,active-learn cat:border:56
cat,hyena,whatever,active-learn cat:border:55
cat,seducing,unrelated,active-learn cat:border:40
cat,saddening,unrelated,active-learn cat:border:40
cat,drum,unrelated,active-learn cat:border:47
cat,cathartic,unrelated,active-learn cat:border:43
cat,gazelle,unrelated,active-learn cat:border:56
cat,rocker,unrelated,active-learn cat:border:43
cat,pellet,unrelated,active-learn cat:border:48
cat,canting,unrelated,active-learn cat:border:40
cat,gnostic,unrelated,active-learn cat:border:44
cat,slob,unrelated,active-learn cat:border:53
cat,scrotum,unrelated,active-learn cat:border:41
cat,dominatrix,unrelated,active-learn cat:border:49
cat,heifer,unrelated,active-learn cat:border:60
cat,habit,unrelated,active-learn cat:border:51
cat,strange,whatever,active-learn cat:border:53
cat,wart,whatever,active-learn cat:border:60
cat,betraying,unrelated,active-learn cat:border:40
cat,irritation,unrelated,active-learn cat:border:42
cat,holistic,unrelated,active-learn cat:border:45
cat,news,unrelated,active-learn cat:border:46
cat,camellia,whatever,active-learn cat:border:52
cat,garment,whatever,active-learn cat:border:40
cat,conventional,unrelated,active-learn cat:border:45
cat,australian,unrelated,active-learn cat:border:50
cat,cancer,whatever,active-learn cat:border:53
cat,comb,related,active-learn cat:border:53
cat,squat,unrelated,active-learn cat:border:57
cat,crunch,unrelated,active-learn cat:border:40
cat,ladder,related,active-learn cat:border:49
cat,clerical,unrelated,active-learn cat:border:58
cat,local,unrelated,active-learn cat:border:55
cat,peep,unrelated,active-learn cat:border:50
cat,rocking,unrelated,active-learn cat:border:40
cat,stooge,unrelated,active-learn cat:border:40
cat,washer,whatever,active-learn cat:border:45
cat,hind,related,active-learn cat:border:45
cat,whore,unrelated,active-learn cat:border:42
cat,crumbling,unrelated,active-learn cat:border:40
cat,rib,whatever,active-learn cat:border:53
cat,jimmy,unrelated,active-learn cat:border:43
cat,possessive,whatever,active-learn cat:border:58
cat,fulfilling,whatever,active-learn cat:border:42
cat,chance,unrelated,active-learn cat:border:49
cat,lorry,unrelated,active-learn cat:border:44
cat,dentist,related,active-learn cat:border:45
cat,molar,related,active-learn cat:border:54
cat,mac,unrelated,active-learn cat:border:55
cat,bore,unrelated,active-learn cat:border:42
cat,upright,unrelated,active-learn cat:border:54
cat,scabby,unrelated,active-learn cat:border:52
cat,transplant,whatever,active-learn cat:border:51
cat,keyboard,related,active-learn cat:border:44
cat,piano,related,
cat,charge,unrelated,active-learn cat:border:57
cat,heavy,related,active-learn cat:border:46
cat,tallyho,unrelated,active-learn cat:border:47
cat,putt,unrelated,active-learn cat:border:41
cat,parasite,related,
cat,parasitic,unrelated,active-learn cat:border:60
cat,feathery,unrelated,active-learn cat:border:59
cat,stubby,unrelated,active-learn cat:border:47
cat,mobile,unrelated,active-learn cat:border:44
cat,coot,unrelated,active-learn cat:border:58
cat,storm,unrelated,active-learn cat:border:56
cat,resurging,unrelated,active-learn cat:border:40
cat,lazy,related,active-learn cat:border:59
cat,frank,unrelated,active-learn cat:border:44
cat,contest,whatever,active-learn cat:border:58
cat,sleeper,related,active-learn cat:border:44
cat,boss,unrelated,active-learn cat:border:49
cat,groaning,unrelated,active-learn cat:border:40
cat,genie,unrelated,active-learn cat:border:57
cat,strangles,unrelated,active-learn cat:border:57
cat,crystal,unrelated,active-learn cat:border:50
cat,tissue,unrelated,active-learn cat:border:40
cat,meanie,unrelated,active-learn cat:border:43
cat,blowfish,unrelated,active-learn cat:border:45
cat,medicate,related,active-learn cat:border:53
cat,condemn,unrelated,active-learn cat:border:54
cat,goof,unrelated,active-learn cat:border:43
cat,gland,whatever,active-learn cat:border:54
cat,pop,unrelated,active-learn cat:border:45
cat,parsley,whatever,active-learn cat:border:48
cat,pinching,unrelated,active-learn cat:border:40
cat,needle,unrelated,active-learn cat:border:54
cat,consume,related,active-learn cat:border:46
cat,youth,whatever,active-learn cat:border:40
cat,sled,unrelated,active-learn cat:border:49
cat,unattended,whatever,active-learn cat:border:49
cat,befalling,unrelated,active-learn cat:border:40
cat,survive,whatever,active-learn cat:border:51
cat,bane,unrelated,active-learn cat:border:45
cat,elk,unrelated,active-learn cat:border:49
cat,scalding,unrelated,active-learn cat:border:40
cat,sick,related,active-learn cat:border:56
cat,pent,unrelated,active-learn cat:border:40
cat,cam,unrelated,active-learn cat:border:59
cat,smooch,whatever,active-learn cat:border:41
cat,zoology,related,active-learn cat:border:54
cat,stuff,whatever,active-learn cat:border:58
cat,dogmatic,unrelated,active-learn cat:border:48
cat,examining,whatever,active-learn cat:border:57
cat,eel,unrelated,active-learn cat:border:44
cat,petal,unrelated,active-learn cat:border:43
cat,hob,unrelated,active-learn cat:border:45
cat,redline,unrelated,active-learn cat:border:40
cat,claimant,unrelated,active-learn cat:border:43
cat,bursting,unrelated,active-learn cat:border:40
cat,ruler,unrelated,active-learn cat:border:50
cat,reactive,unrelated,active-learn cat:border:60
cat,sorceress,related,active-learn cat:border:58
cat,dick,unrelated,active-learn cat:border:48
cat,attachment,whatever,active-learn cat:border:55
cat,mad,whatever,active-learn cat:border:42
cat,wreathing,unrelated,active-learn cat:border:40
cat,wink,whatever,active-learn cat:border:55
cat,excrete,related,active-learn cat:border:55
cat,bothering,whatever,active-learn cat:border:40
cat,congestive,whatever,active-learn cat:border:40
cat,hush,whatever,active-learn cat:border:43
cat,lord,unrelated,active-learn cat:border:43
cat,chowder,unrelated,active-learn cat:border:52
cat,tractor,related,active-learn cat:border:41
cat,crusty,unrelated,active-learn cat:border:44
cat,word,unrelated,active-learn cat:border:42
cat,cards,unrelated,active-learn cat:border:51
cat,stranger,unrelated,active-learn cat:border:50
cat,hive,unrelated,active-learn cat:border:42
cat,voice,unrelated,active-learn cat:border:53
cat,scrambling,unrelated,active-learn cat:border:42
cat,duster,unrelated,active-learn cat:border:45
cat,shock,unrelated,active-learn cat:border:59
cat,nerve,unrelated,active-learn cat:border:40
cat,organs,unrelated,active-learn cat:border:56
cat,statuette,whatever,active-learn cat:border:40
cat,clothes,related,active-learn cat:border:53
cat,misty,unrelated,active-learn cat:border:40
cat,pickle,unrelated,active-learn cat:border:51
cat,whoo,unrelated,active-learn cat:border:42
cat,french,whatever,active-learn cat:border:41
cat,sensor,unrelated,active-learn cat:border:51
cat,carnivorous,related,active-learn cat:border:55
cat,slurring,unrelated,active-learn cat:border:40
cat,drag,unrelated,active-learn cat:border:47
cat,velar,unrelated,active-learn cat:border:54
cat,stain,whatever,active-learn cat:border:42
cat,vocal,related,active-learn cat:border:40
cat,concerning,unrelated,active-learn cat:border:42
cat,manner,unrelated,active-learn cat:border:40
cat,war,unrelated,active-learn cat:border:42
cat,flax,unrelated,active-learn cat:border:41
cat,mantis,unrelated,active-learn cat:border:46
cat,enriching,unrelated,active-learn cat:border:40
cat,senor,unrelated,active-learn cat:border:44
cat,bottom,related,active-learn cat:border:59
cat,exclusion,whatever,active-learn cat:border:46
cat,poke,unrelated,active-learn cat:border:54
cat,hookworm,related,active-learn cat:border:43
cat,robin,related,active-learn cat:border:59
cat,cover,whatever,active-learn cat:border:56
cat,react,unrelated,active-learn cat:border:47
cat,floorboard,whatever,active-learn cat:border:50
cat,tripper,unrelated,active-learn cat:border:42
cat,entertain,related,active-learn cat:border:58
cat,rastafarian,unrelated,active-learn cat:border:57
cat,organic,unrelated,active-learn cat:border:40
cat,fez,unrelated,active-learn cat:border:55
cat,bank,unrelated,active-learn cat:border:44
cat,cot,unrelated,active-learn cat:border:50
cat,anointing,unrelated,active-learn cat:unrel:18
cat,listenings,unrelated,active-learn cat:unrel:18
cat,apparels,whatever,active-learn cat:unrel:17
cat,holding,related,active-learn cat:unrel:17
cat,unpredictable,whatever,active-learn cat:unrel:4
cat,unloading,unrelated,active-learn cat:unrel:15
cat,niggle,unrelated,active-learn cat:unrel:4
cat,rarely,unrelated,active-learn cat:unrel:15
cat,updated,unrelated,active-learn cat:unrel:17
cat,dowels,unrelated,active-learn cat:unrel:14
cat,manipulate,unrelated,active-learn cat:unrel:7
cat,confirmed,unrelated,active-learn cat:unrel:18
cat,unacceptable,unrelated,active-learn cat:unrel:2
cat,dressers,unrelated,active-learn cat:unrel:17
cat,sadist,unrelated,active-learn cat:unrel:6
cat,forged,unrelated,active-learn cat:unrel:13
cat,septic,unrelated,active-learn cat:unrel:17
cat,amends,unrelated,active-learn cat:unrel:14
cat,untangles,unrelated,active-learn cat:unrel:17
cat,moraines,unrelated,active-learn cat:unrel:17
cat,addressed,unrelated,active-learn cat:unrel:15
cat,chocking,unrelated,active-learn cat:unrel:17
cat,memento,whatever,active-learn cat:unrel:2
cat,immaterial,unrelated,active-learn cat:unrel:2
cat,pizzicato,unrelated,active-learn cat:unrel:15
cat,fettuccine,unrelated,active-learn cat:unrel:6
